<<<<<<< Updated upstream
,Sensor Statistics,Execution Time
Query Execution Time (seconds),,0.0
=======
_id,battery_data,recording_id,sensor_location
User1-220617-Bag_Battery,"{'timestamp': 1498144701072, 'battery_level': 75, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498144761134, 'battery_level': 75, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498144821180, 'battery_level': 75, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498144871191, 'battery_level': 75, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498144942561, 'battery_level': 74, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498145002559, 'battery_level': 74, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498145062626, 'battery_level': 74, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498145122676, 'battery_level': 74, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498145279971, 'battery_level': 74, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498145388225, 'battery_level': 74, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498145471216, 'battery_level': 74, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498145658595, 'battery_level': 74, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498145683747, 'battery_level': 73, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498145792643, 'battery_level': 73, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498145917087, 'battery_level': 73, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498145977158, 'battery_level': 73, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498146071187, 'battery_level': 73, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498146190689, 'battery_level': 73, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498146250748, 'battery_level': 73, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498146414893, 'battery_level': 72, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498146490822, 'battery_level': 72, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498146610898, 'battery_level': 72, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498146671188, 'battery_level': 72, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498146829923, 'battery_level': 72, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498146889986, 'battery_level': 72, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498146950044, 'battery_level': 72, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498147188969, 'battery_level': 72, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498147376447, 'battery_level': 71, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498147458466, 'battery_level': 71, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498147518482, 'battery_level': 71, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498147750702, 'battery_level': 71, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498147870814, 'battery_level': 71, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498147990628, 'battery_level': 71, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498148110752, 'battery_level': 71, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498148170825, 'battery_level': 71, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498148290692, 'battery_level': 71, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498148350750, 'battery_level': 71, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498148410819, 'battery_level': 71, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498148471188, 'battery_level': 71, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498148498257, 'battery_level': 70, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498148591044, 'battery_level': 70, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498148651106, 'battery_level': 70, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498148802563, 'battery_level': 70, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498149018532, 'battery_level': 70, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498149071182, 'battery_level': 70, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498149219379, 'battery_level': 69, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498149279434, 'battery_level': 69, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498149339495, 'battery_level': 69, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498149399555, 'battery_level': 69, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498149491488, 'battery_level': 69, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498149551551, 'battery_level': 69, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498149611614, 'battery_level': 69, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498149671195, 'battery_level': 69, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498149800930, 'battery_level': 69, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498149860957, 'battery_level': 69, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498149921017, 'battery_level': 69, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498149981079, 'battery_level': 69, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498150000641, 'battery_level': 68, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498150106917, 'battery_level': 68, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498150166976, 'battery_level': 68, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498150421697, 'battery_level': 68, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498150601880, 'battery_level': 68, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498150781893, 'battery_level': 67, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498150841932, 'battery_level': 67, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498150871186, 'battery_level': 67, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498151058460, 'battery_level': 67, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498151181132, 'battery_level': 67, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498151241228, 'battery_level': 67, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498151326977, 'battery_level': 67, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498151387017, 'battery_level': 67, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498151471187, 'battery_level': 67, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498151563164, 'battery_level': 66, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498151627042, 'battery_level': 66, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498151687062, 'battery_level': 66, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498151747071, 'battery_level': 66, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498152052280, 'battery_level': 66, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498152071188, 'battery_level': 66, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498152156549, 'battery_level': 66, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498152232194, 'battery_level': 66, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498152352316, 'battery_level': 66, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498152374423, 'battery_level': 65, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498152437571, 'battery_level': 65, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498152589792, 'battery_level': 65, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498152649855, 'battery_level': 65, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498152671183, 'battery_level': 65, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498152731247, 'battery_level': 65, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498152859469, 'battery_level': 65, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498152919543, 'battery_level': 65, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498152979576, 'battery_level': 65, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498153039641, 'battery_level': 65, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498153137352, 'battery_level': 65, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498153257468, 'battery_level': 65, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498153271190, 'battery_level': 65, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498153331244, 'battery_level': 65, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498153437418, 'battery_level': 65, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498153497468, 'battery_level': 65, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498153616433, 'battery_level': 64, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498153737792, 'battery_level': 64, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498153797855, 'battery_level': 64, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498153857920, 'battery_level': 64, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498153931242, 'battery_level': 64, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498154037475, 'battery_level': 64, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498154217663, 'battery_level': 64, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498154388835, 'battery_level': 64, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498154448899, 'battery_level': 64, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498154471196, 'battery_level': 64, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498154531245, 'battery_level': 64, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498154658495, 'battery_level': 64, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498154718529, 'battery_level': 64, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498154818320, 'battery_level': 63, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498154937573, 'battery_level': 63, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498154997635, 'battery_level': 63, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498155057692, 'battery_level': 63, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498155071199, 'battery_level': 63, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498155131276, 'battery_level': 63, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498155237571, 'battery_level': 63, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498155537641, 'battery_level': 63, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498155657759, 'battery_level': 63, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498155739798, 'battery_level': 62, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498155837989, 'battery_level': 62, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498155898054, 'battery_level': 62, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498156188483, 'battery_level': 62, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498156248546, 'battery_level': 62, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498156271191, 'battery_level': 62, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498156458435, 'battery_level': 62, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498156738051, 'battery_level': 62, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498156798118, 'battery_level': 62, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498156931259, 'battery_level': 62, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498157037744, 'battery_level': 62, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498157097806, 'battery_level': 62, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498157101977, 'battery_level': 61, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498157162028, 'battery_level': 61, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498157337795, 'battery_level': 61, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498157457925, 'battery_level': 61, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498157471186, 'battery_level': 61, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498157531249, 'battery_level': 61, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498157638145, 'battery_level': 61, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498157698221, 'battery_level': 61, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498158019563, 'battery_level': 61, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498158071187, 'battery_level': 61, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498158131246, 'battery_level': 61, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498158203737, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498158263736, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498158323792, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498158383857, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498158443912, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498158537892, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498158597949, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498158658013, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498158671187, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498158837919, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498158897982, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498159137971, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498159198006, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498159258074, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498159271188, 'battery_level': 60, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498159435703, 'battery_level': 59, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498159495753, 'battery_level': 59, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498159788485, 'battery_level': 59, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498159848546, 'battery_level': 59, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498159871184, 'battery_level': 59, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498159931252, 'battery_level': 59, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160058465, 'battery_level': 59, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160118527, 'battery_level': 59, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160178586, 'battery_level': 59, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160238660, 'battery_level': 59, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160338018, 'battery_level': 59, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160398079, 'battery_level': 59, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160458138, 'battery_level': 59, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160471185, 'battery_level': 59, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160477370, 'battery_level': 58, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160537432, 'battery_level': 58, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160638120, 'battery_level': 58, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160698183, 'battery_level': 58, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160758182, 'battery_level': 58, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160818242, 'battery_level': 58, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160938146, 'battery_level': 58, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498160998212, 'battery_level': 58, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498161058269, 'battery_level': 58, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498161131299, 'battery_level': 58, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498161358271, 'battery_level': 58, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498161418327, 'battery_level': 58, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498161478967, 'battery_level': 57, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498161588839, 'battery_level': 57, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498161648894, 'battery_level': 57, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498161731249, 'battery_level': 57, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498161907577, 'battery_level': 57, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498161967642, 'battery_level': 57, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498162027695, 'battery_level': 57, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498162209512, 'battery_level': 57, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498162269517, 'battery_level': 57, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498162271190, 'battery_level': 57, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498162420471, 'battery_level': 56, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498162511620, 'battery_level': 56, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498162571678, 'battery_level': 56, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498162739044, 'battery_level': 56, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498162871184, 'battery_level': 56, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498163038727, 'battery_level': 56, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498163115871, 'battery_level': 56, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498163121601, 'battery_level': 55, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498163181635, 'battery_level': 55, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498163241696, 'battery_level': 55, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498163417668, 'battery_level': 55, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498163471191, 'battery_level': 55, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498163719686, 'battery_level': 55, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498163779752, 'battery_level': 55, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498163839819, 'battery_level': 55, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498163862794, 'battery_level': 54, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498164019011, 'battery_level': 54, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498164071193, 'battery_level': 54, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498164131256, 'battery_level': 54, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498164269668, 'battery_level': 54, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498164329725, 'battery_level': 54, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498164389786, 'battery_level': 54, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498164449857, 'battery_level': 54, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498164573093, 'battery_level': 54, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498164633153, 'battery_level': 54, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498164731245, 'battery_level': 54, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498164754203, 'battery_level': 53, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498164866882, 'battery_level': 53, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498164926894, 'battery_level': 53, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498164986959, 'battery_level': 53, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498165271185, 'battery_level': 53, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498165331248, 'battery_level': 53, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498165466852, 'battery_level': 53, 'temperature': 24.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498165526912, 'battery_level': 53, 'temperature': 24.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498165647021, 'battery_level': 53, 'temperature': 24.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498165767076, 'battery_level': 53, 'temperature': 24.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498165795874, 'battery_level': 52, 'temperature': 24.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498165855944, 'battery_level': 52, 'temperature': 24.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498165871201, 'battery_level': 52, 'temperature': 24.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498165991307, 'battery_level': 52, 'temperature': 24.0}",User1-220617,bag
